id,nom
583268,"Mesclun asiatique - bio"
597003,"Râble de lapin"
600005,"Saucisses à déjeuner aux pommes"
601004,"Saucisses aux fines herbes"
607002,"Épaules de lapin"
607005,"Saucisses à déjeuner à l'érable"
607008,"Saucisses à la ciboulette"
609001,"Cuisses de lapin"
613001,"Laitue Batavia verte - Bio"
617012,"Chou-rave vert - Bio"
621003,"Pois mange-tout  plat - Bio"
621005,Fraises
624003,"Bette à carde - Bio"
625068,"Courgette (zucchini) verte et jaune - Bio"
625072,"Persil bio"
625181,"Coriandre - Bio"
626004,"Navet japonais / Rabiole - Bio"
626037,"Sac de transport pour bouteille de verre"
626144,"Brocoli Mini - BiO"
627004,"Persil frisé - Bio"
627006,"Persil libanais - Bio"
628110,"Pois sucré - Bio"
628147,"Céleri bio"
629092,"Tisane de fleurs d'Achillée Mille-feuilles "
630071,"Laitues chêne rouge - bio"
631003,"Tisane de feuilles de tilleul"
632168,"Tomate rose"
632203,"Pâtisson - Bio"
633001,"Persil Italien plat - Bio"
633060,"Chou Kale Red Russian - Bio"
633063,"Fleur d'ail bio"
639033,"Chou Kale Dinosaure - Bio"
639102,"Ragoût de porc à l'érable"
643002,"Basilic de champ - Bio"
643004,"Laitue grandpa bio"
647027,"Amélanches frais"
649027,"Tomate italienne"
662013,"Brocoli bio"
665008,"Concombre anglais"
667009,"Courgette (zucchini) - grosse - Bio"
667014,"Courgette bio"
669002,"Paté au tofu et légumes  "
670070,"Aubergine allongée - Bio"
671004,"Tomate cocktail rouge"
672005,"Tourtiere riz et seitan"
672034,"Chou pommé pointu - Bio"
672123,"Salade de pâtes fraîches"
672377,"Tomate cerise rouge"
674005,"Bleuets frais"
676001,"Oignon blanc - Bio"
676003," Steak  de veau avec marinade des Hautes Terres"
689049,"Concombre de champ - Bio"
704001,"Tomate cerise  jaune"
707008,Framboises
707168,"Ail variété Rocambole en vrac"
707247,"Cerises de terre"
707311,"Courge Potimaron bio"
708004,"Carotte jaune bio en sac"
708100,"Haricot vert - Bio"
708180,"Zucchini jaune"
708223,"Poivron rouge ou orange - Bio"
709002,"Terrine d'autruche aux 5 poivres"
709177,"Poivron vert de serre bio"
709237,"Oignon rouge bio en botte"
710005,"Cornichon - Bio"
711198,"Tomate ( caisse  15  livres  )"
711375,"POMME - PAULARED"
712006,"Aubergine ronde - Bio"
712101,"Haricot jaune - Bio"
712105,"Cassis frais"
712243,"Piment fort type cayenne vert et rouge - BIO"
713059,"Pomme de terre rouge - Bio"
714169,"Poireau - Bio"
714341,"Tomate cerise de champ - Bio"
714342,"Oignons jaunes bio en botte"
714343,"Haricot mauve - Bio"
715005,"Oignon vert / Échalotte - Bio"
715066,"Carotte Mini - Bio"
715147,"Tresses d'ail"
715293,"Tomate de champ rouge - Bio"
716001,"Terrine d'autruche  canneberges et porto"
716086,"Chou pommé rouge - Bio "
716087,"Chou-Fleur bio"
716168,"Fruit de mûre sauvage congelé"
716170,"Fève verte bio"
716190,"Ravioli au saumon et fromage"
716356,"POMME - SUNRISE"
718062,"Carottes rouges en sac - Bio"
718064,"Carotte blanche - Bio"
718065,"Pomme de terre blanche - Bio"
718091,"Tomate cerise en mélange"
718240,"Tisane de feuilles de Plantin"
718242,"Rutabaga - Bio"
719392,"POMME - MELBA"
720029,"Aiguillettes de pintade"
720107,"Basilic mauve de transformation - Bio"
720294,"Sauce au saumon"
720346,"Tomate cerise chocolat"
729076,"Poivron Vert - Bio"
739007,"Piment fort bio"
740005,"Basilic de transformation - Bio"
754010,"Melon d'eau bio"
757009,"Rutabaga bio"
759002,"SAUCE SPAGHETTI agneau"
759011,"Cerises de terre - Bio"
780013,"Oignons jaunes bio"
781006,"Courge butternut bio"
781007,"Chili à la viande sur riz"
783006,"Courge Spaghetti bio"
783012,"Filet de porc canneberges et Dijon, viande et sauce"
783013,"Filet de porc canneberges et Dijon"
784005,"Gourgane bio"
785007,"Macaroni long tomates et boeuf gratiné"
786007,"Macaroni long aux tomates et boeuf"
786008,"Chili à la viande "
787010,"Sauce à spaghetti végé"
790008," Betteraves bio "
792002,"Citrouille bio"
793001,"Pomme - Lobo"
797051,"Courge Butternut - Bio"
799163,"Panais - Bio"
799208,"Rilette de lapin"
799212,"Pâté de foie de lapin au cognac"
800178,"Pâté de foie de lapin aux fines herbes"
801056,"Courge Spaghettti - Bio"
803148,"Oignon mix - Bio"
804006,"Tomate cerises rouges (micro)"
805004,"Tomate rouge  jardin"
805068,"Ail de semence bio"
805181,"Pâté de foie au lapin aux 5 poivres"
805185,"Saucisses à déjeuner aux fines herbes"
807002,"Tomate italienne"
807056,"Courge poivrée "mashed potatoes" bio"
807172,"Terrine de lapin aux pruneau et cognac"
809151,"Porc Fumé tranché"
809182,"Compote de pommes"
810005,"Cerises de terre"
810053,"Betterave jaune - Bio"
810054,"Courge buttercup - Bio"
810190,"Pâté de foie de lapin à l'ail"
816113,"Terrine de lapin pomme et bleuet"
816115,"Terrine de lapin aux mélanges de baies"
840020,"Oignons jaunes bio"
842002,"Tartinade d'Argousier molle"
844017,"Patate rouge bio"
863021,"Canneberges fraîches"
864004,"Chou-Fleur vert Véronica - Bio"
870003,"Carottes nantaises bio"
876119,"Noisetiers 2 ans"
878083,"Tarte pomme et sucre"
880125,"Kiwis Arguta Mâle 2 ans"
882058,"Tarte à l'érable"
882088,"Laitue frisée verte bio"
883062,"Tarte au chocolat fudge"
883126,"Cassissiers "
883128,"Vigne à raisins Somerset"
884012,"Terrine d'autruche Abricots Branby"
884039,"Tarte amandine aux poires"
884110,"Poiriers Beauté Flamande 3 ans"
886132,"Kiwis Arguta Femelle 2 ans"
886134,"Panier de porc en pâturage"
887119,"Chou vert bio"
887121,"Vigne à raisin de table"
887122,"Ronces (Mûres)"
893020,"Tarte amandine aux cerises et chocolat"
935005,"Pâté aux carottes, panais, tofu et mozzarella"
935008,"Rouleau du printemps végétarien sauce aux arachides"
935015,"Pain-gâteau poires et cardamome"
935017,"Boîte à lunch - tortillas végé-pâté confiture oignons-canneb"
936005,"Viande hachée - dinde"
936013,"Salade brocoli-amande et raisins"
936020,"Soupe orge et haricots rouges"
937006,"Quiche aux légumes grillés et curcuma"
937011,"Haut de cuisse dinde désossée"
937021,"Pâté à la dinde "
938005,"Lasagne aux légumes grillés"
938015,"Pain-gâteau zuchinis et noix de grenoble"
938016,"Pudding chômeur à l'érable"
938017,"Gâteau de noël aux fruits séchées et aux noix"
939008,"Lasagne au saumon, fromage de chèvre et tomates séchées"
939014,"Pain gâteau aux carottes, dattes et mélasse"
939015,"Boîte à lunch - tortillas au poulet"
939018,"Potage vert vitaminé!"
939019,"Pain gâteau aux bananes-choco et yogourt"
940005,"Sauce spaghetti végétarienne (protéine de soya)"
940006,"Cube à ragoût "
940009,"Trempette à l'ail et coriandre"
940010,"Sauce aux arachides"
940019,"Saucisse de dinde aux fines herbes"
941003,"Cuisse de dinde "
941006,"Coeurs de dinde "
941009,"Boîte à lunch - tortillas mexi-polo (avocat-poulet)"
941010,"Soupe tomates et riz"
941013,"Saucisse de dinde Italienne "
942005,"Pâté aux champignons et cheddar fort"
942009,"Potage choux-fleur et cheddar fort"
942010,"Muffin bananes et dattes SANS SUCRE"
943007,"Filet de dinde "
943008,"Foie de dinde "
943012,"Tarte aux lentilles"
943018,"Boîte à lunch - tortillas aux oeufs"
943021,"Quiche aux oignons caramélisés"
943022,"Tartinade de noix (saveur creton)"
943023,"Tartinade de noix - curcuma-gingembre et poivre noir "
943024,"Tartinade de noix - graines de coriandre et canneberges"
944008,"Salade de quinoa à la patate douce"
945004,"Sauce spaghetti légumes et tofu"
945010,"Salade de légumineuses et légumes"
945011,"Creton de dinde maison "
945012,"Confiture oignons et canneberges"
945015,"Salade couscous marocain"
945016,"Salade couscous cari et sirop d'érable"
945017,"Boîte à lunch - tortillas dinde mayo canneberges"
946009,"Soupe dinde et nouille "
946014,"Boîte à lunch - tortillas jambon-suisse"
947007,"Velouté de dinde "
947008,"Moussaka végétarienne"
947009,"Sauce à spaghetti de dinde "
948006,"Salade betteraves et pommes vertes"
949002,"Escaloppe de dinde "
950001,"Croquettes de légumes - sauce à l'ail"
954004,"Rouleau du printemps aux crevettes - sauce aux arachides"
954008,"Salade lentilles et pommes vertes"
954010,"Pain-gâteau thé vert et pruneaux"
954012,"Boîte à lunch- tortillas au thon"
956002,"Saucisse de dinde à déjeuner"
957001,"Salade pomme de terre dijon-citron"
959001,"Chili végétarien"
964029,"Tarte mousse au fromage et fraise"
970008,"Ravioli aux trois fromages"
982004,"Sorbet aux abricots"
1001003,"Ravioli aux épinards et ricotta"
1001061,"Mesclun de serre"
1001134,"Bûche royal chocolat"
1001208,"Chocolat au beurre d'érable"
1002071,"Laitue pommée bio"
1002165,"Biscuit au pain d'épice"
1002277,"Gâteau aux fruits séchés macéré dans le rhum"
1003066,"Oignons jaunes miniatures"
1003073,"Tartinade au chocolat noir 70% et aux bleuets"
1003074,"Poivron vert no 2"
1004065,"Cresson de serre"
1004070,"Tomate rose no 2"
1005081,"Saucisse de wapiti au bacon et cheddar"
1005352,"SAUCISSON NORDIQUE  (agneau)"
1005392,"Oeufs gros brun"
1006001,"Barre de chocolat bio Barry au lait 38,8%"
1006050,Rabioles
1006057,"Saucisse cari rouge et noix coco"
1006174,"Bûche aux framboises"
1007063,"Saucisses La Diablesse *Piquante*"
1007067,"Tartinade aux fraises et chocolat blanc"
1007068,"Tartinade au chocolat noir 70% et à la framboise"
1007340,"Tourtière de dinde "
1007367,"Terrine autruche aux herbes provancales"
1008052,"Chou vert"
1008053,"Choux verts de transformation"
1008220,"Mathurin fines herbes"
1010201,"Tomate verte"
1012065,"Bretzel trempé dans le chocolat"
1013067,"Laitue frisée - bio"
1013231,"Mathurin nature"
1014306,Ail
1014316,"Fondu au chocolat (au lait)"
1015060,Topinambour
1015062,Épinards
1015076,"Chocolat blanc 28% pour cuisiner"
1015131,"Bûche à l'érable"
1033119,"Bûche chocolat café"
1035005,"Cassis congelés"
1036149,"Fondu au chocolat (noir)"
1037172,"Bas 100% laine"
1037176,"Oeuf gros blanc"
1038157,"Croissant aux amandes"
1039120,"Saucisses à déjeuner ciboulette"
1039152,"Bas thermal 80% laine"
1040049,"Jus d'Argousier pur (glaçon)"
1040051,"Emballage cadeau le Sublime"
1040096,"Peaux de mouton  lavables à la machine"
1042037,"Saucisses à déjeuner tomate et basilic"
1044039,"Peaux d'agneau lavables à la machine"
1045005,"Chocolatine aux amandes"
1068001,"Terrine de luxe"
1068039,"Saucisses de pintade aux fines herbes"
1072082,Pionnier
1074181,"Pomme - Cortland # 2"
1076193,"(a) Petit panier de viande de veau no 1"
1077075,"Délices au Cheddar fondant"
1078036,"Saucisses de pintade tomate et basilic"
1079043,"Canneberges congelées"
1081146,"Cuisses de faisan"
1108118,"Ravioli au sanglier"
1139014,"Coffret chocolat au lait"
1141034,"Zeste d'orange confit à l'érable"
1143028,"Zeste de citron confit à l'érable"
1146008,"Coffret chocolat noir"
1147008,"Saucisses Italienne douce *sans Gluten*"
1147029,"Gingembre confit à l'érable"
1156086,"Saucisson Chorizo"
1159012,"CUBES à Brochettes de chevreau"
1168005,"Côtelettes de chevreau"
1177010,"Canneberges séchées entières"
1190010,"Viande hachée - veau - format famille 3 paquets de 1 livre"
1191035,"Roastbeef de surlonge de veau"
1210001,"Soupe aux pois et foie gras"
1216015,"Canneberges enrobées de chocolat noir 70% cacao"
1229006,"Tartinade Canneberge,framboise."
1229007,"Tartinade Canneberge,orange."
1230008,"Tartinade Canneberge,fraise."
1230010,"Tartinade Canneberge,pomme"
1230014,"Tartinade canneberge"
1232004,"Tartinade Canneberge abricot"
1232022,"Fèves AUX CONFITS DE CANARD"
1234006,"Tartinade Canneberge bleuet"
1234008,"Tartinade Canneberge,5 fruits"
1235003,"Tartinade Canneberge poire"
1242002,"Tartinade Canneberge,mûre"
1334002,Roquette
1432001,"Automobile au lait"
1436001,"Automobile chocolat noir"
1460001,"Crème de chou fleur et curcuma"
1463001,"Potage de betteraves"
1465001,"Soupe au chou"
1518043,"Filet mignon de veau en bloc"
1742003,"Rôti francais"
1748005,"Cerf haché"
1748006,"Faux-filet "
1748016,"Filet mignon"
1752001,"Osso bucco"
1753009,"Soupe à la Marocaine (épicée)"
1757002,Épinard
1760013,"Crème de lentilles rouges et carottes"
1764007,"Potage douceur"
1766008,"Potage à la carotte"
1903002,"Potage de légumes et lentilles"
1957005,"Laitue feuille de chêne de serre"
1994001,"Concombre libanais de serre - bio"
1998001,"Soupe aux morceaux de légumes"
2005018,"Tournedos de dinde marinés herbes provencales"
2005022,"Filet de dinde mariné à la grecque "
2006003,"Soupe à l'orge et tomates"
2008011,"Tournedos de dinde marinés, érable, poivre et chipotle"
2012019,"Filet de dinde mariné orange canneberge "
2033006,"Mousse bagdad, trois chocolat"
2129002,"Mousse praliné caramel"
2129020,"Soupe repas à l'Italienne"
2223020,"Soupe aux pois"
2258034,"trottole aux oeufs"
2282001,"Galette avoine,pépite chocolat noir et framboise"
2473002,"Mousse chocolat blanc fraise et miel"
2513001,"Concombre de serre type japonais"
2515002,"Concombre de serre socrate"
2705011,"Potage Parmentier"
2707003,"Potage à la courge musquée"
2789007,Asperges
2793005,"Osso Bocco"
2811004,"Tomates cerises "
2873004,"Radis rouges"
2956001,"Escaloppe de porc"
2959008,"Pousses de cresson bio"
2959009,"Pousses de brocoli bio"
2961001,"Boulette a ragout"
2962001,"Steak de porc"
2975005,"Pousses de radis bio"
2975007,"Pousses tournesols bio"
2983005,"Rhubarbe fraîche en bâton"
3015004,"Muffin aux poires et gingembre"
3069006,"BOURGUIGNON D'AGNEAU"
3168001,"Lapin coupé en morceau"
3171001,"Galette à la citrouille et chocolat"
3200004,"Fondue tranchée"
3204003,"Cubes à bouillir"
3227002,"Steak, haché,cubes à bouillir"
3302004,"Radis rouge Bio"
3307006,"Rabioles blanches biologiques"
3307009,"Laitue Boston bio"
3317002,"Mesclun piquant - Bio"
3339003,"TERRINE D'AGNEAU ÉRABLE ET RAISIN"
3340006,"TERRINE D'AGNEAU POMME CANNEBERGE CIDRE DE GLACE"
3341006,"CONFIT D'AGNEAU"
3475004,"Bifteck d'aloyau de wapiti (T-Bone)"
3488001,"Lanières de wapiti"
3489003,"Médaillons de wapiti"
3496001,"Laitue frisée rouge - Bio"
3522001,"Laitue romaine bio"
3585001,"Costa rica Tarrazu Tucan Grains"
3588008,"Tomate rose#2"
3600001,"Chou-rave mauve - Bio"
3703005,"Céleri bio"
3812001,"Verdures asiatiques - Bio"
3822001,Camerise
4031003,"Pois sucrés bio"
4032001,"Persil frisé bio frais "
4039001,"Laitue Iceberg (petite)"
4290035,"Aubergine bio"
4312024,"Concombre Bio"
4375030,"Zucchini (courgettes) pqt 2"
4378026,"Ail frais bio"
4380019,"Carottes bio"
4381012,"Thym frais en pot"
4381027,"Betteraves bio"
4383008,"Basilic frais Bio"
4383009,"Persil en pot"
4670003,"Cerises de terre bio"
4740006,"Chou pommé vert - Bio"
116817920,"Pousses de pois bio"
129923456,"Potage à la courge épicée"
157132800,"Fesse séchée (style prosciutto) bio"
242101632,"RILLETTE DE CHÈVRE"
254079616,"Ravioli à la saucisse de poulet et fromage Le bosquet (chèvre et poivre rose"
282028032,"Cuisse d'oie nature / paquet de 2"
299112448,"Tourtière porc bio"
311889920,"Pâtisson à farcir bio"
353396736,"Parmentier d'oie"
375935744,"sablé au beurre et cerise"
389304448,"Petits pains fourrés à la viande gratinés"
421569536,"ÉQUITABLE-Guatémala brun- GRAINS"
439739392,"Courge Delicata - Bio"
511225600,"La Tablée"
538969088,"Carottes petites"
549728512,Topinambour
559394816,"Carotte multicolores - Bio"
569357952,"Cuba Noir- Grains"
569520256,"Potage de panais et poires"
606821632,"Chou chinois"
619011968,"Yogourt de brebis NATURE ferme"
621832192,"Fond d'oie"
624725120,"pousses de moutarde"
631117824,"Magret d'oie fumé entier + ou - 300 g"
643040256,"Soupe au riz tomaté"
647710592,"tourtière lapin et veau"
654673792,"pâté au lapin"
669801728,"Rutabaga bio"
670405632,"ÉQUITABLE-Sumatra brun -GRAINS"
679396352,"tomates italiennes"
680019968,"Poireaux bio"
680464384,"Fraises bio"
695702528,"L'Etoile Bleue de Saint-Rémi "
704665600,"Rôti de soc bio"
738757888,"Sablé au beurre et au café"
760163328,"ravioli mélangé"
762052608,"Bette-à-carde colorée Bio"
773428224,"EQUITABLE-Guatémala brun  - FILTRE"
785024000,"cannelloni au veau congelé (sous-vide)"
818898944,"Cuisse d'oie confite"
822290432,"Chou rouge"
870520832,"Foie gras d'oie cat. 1"
872820352,"Betteraves rondes rouges"
890267648,"Oie entière"
912806656,"Sablé au beurre et au pacane"
925198336,"Tourtière porc canneberge bio"
932149248,"tomate mini roma jaune"
933795840,"Saucisse déjeuné bio"
939007360,"Pâté de foie porto, canneberges"
972928000,"Carottes oranges"
992200960,"Soupe aux riz et lentilles"
1021813760,"Melon d'eau bio"
1076271104,"Rillettes d'oie"
1078011904,"STEAK DE SURLONGE"
1084330880,"Le Porto Bleu"
1091604480,"Oignons verts Bio"
1096265728,"Betterave rouge - Bio"
1096656896,"Cassoulet d'oie"
1101550592,"Chou chinois michihili bio"
1107318784,"Terrine d'oie au porto"
1108618624,"RÔTI D'ÉPAULE DÉSOSSÉ"
1114017792,"zucchini vert"
1123149824,"Torchon de foie gras"
1136336000,"Tranche de gigot d'agneau fumée 1/4 ÉPAIS"
1138956288,"Pâté de foie gras à l'hydromel"
1167988736,"Graisse fine d'oie"
1181463552,"Oignons jaunes bio"
1181898752,"Veau haché bio"
1186332672,"Mesclun bio"
1187573760,"Duo de courgettes bio"
1192870400,"Potage à la courgette et basilic"
1193633792,"Confit d'oie"
1195911424,"Potage de céleri et curcuma"
1196995584,"Bacon de porc en pâturage"
1199227904,"plateau de crudités"
1201115648,"Bette à carde de serre"
1201783808,"chou chinois"
1203372032,"Galette à la mélasse à l'ancienne"
1208001024,"Le Hermann"
1209373696,"ÉQUITABLE-Guatémala noir -GRAINS"
1214080000,"suprêmes de pintade au Louis d'or et canneberge"
1221552128,"jambon forêt noir bio"
1224247296,"Spaghetti sauce à la viande"
1229194240,"Chou de Savoy"
1241536512,"jambon bio"
1251750656,"Tranche de gigot d'agneau pqt / 2"
1252270592,"CHILI D'AGNEAU"
1256428544,"ÉQUITABLE-Sumatra brun-FILTRE"
1257367552,"saucisson sec bio"
1269475712,"Terrine d'autruche aux pruneaux"
1283175424,"Poivron mélangés bio"
1293929472,"Carottes multicolores bio"
1307062912,"Ravioli à la saucisse jalapenos "
1307415552,"ÉQUITABLE- Guatémala noir-FILTRE"
1309614592,"Le Friesian"
1312154624,"saucisses wapiti aux tomates et basilic, sans gluten"
1338460160,"Piments fort hongrois bio"
1340125184,"Costa rica Tarrazu Tucan  mouture Filtre"
1355769856,"Cassoulet d'oie sous vide"
1370287488,"TERRINE DE CHÈVRE ÉRABLE & BLEUETS ( CONSERVE)"
1385786752,"Pâté de foie de chèvre au Vin Blanc ( conserve)"
1387811840,"Piment jalapeno"
1399482368,"Terrine Canneberge bio"
1434799488,"HACHÉ de chevreau"
1436424192,"Magret d'oie 300 à 500 g"
1438772608,"TERRINE de chèvre au Vin Blanc ( conserve)"
1455259648,"Pousses de moutarde bio"
1469020160,"tomate raisin rouge"
1492206080,"Échalottes françaises"
1561356288,"Saucisse Italienne Douce bio"
1568326656,"Tomate cerise orange"
1578734592,"EQUITABLE- Guatémala noir- MOKA"
1602073600,"Maïs sucré deux couleurs bio"
1610807296,"tomate rose de jardin"
1662388480,"Les Tornades"
1673134080,"Chou Kale "Red russian" biologique"
1695574016,"Saucisse toulouse"
1716782080,"Brownies Bon Appétit"
1730504704,"Tourte à l'oie prête à cuire"
1753761792,"Oignons rouges bio"
1780037632,"Soupe oignons  et coquilles"
1822548992,"Haricots verts Bio"
1829791744,"Rôti palette boeuf bio"
1831348224,"Soupe Campagnarde"
1873412096,"Oignon à botteler rouge"
1901963264,"Confit d'oie sous vide"
1912625152,"Boeuf haché maigre bio"
1936353280,"Terrine Forestière bio"
1954736128,"Saucisson à l'ail bio"
1973295104,"Porc haché bio"
1975195008,"steaks de chevreau"
2050352128,"Piment Sonora"
2116810752,"Piment chili thai orange et vert"
2116810809,"Contre-filet boeuf bio"
2116810810,"faux filet boeuf bio"
2116810811,"Cube ragout boeuf bio"
2116810812,"Rôti français boeuf bio"
2116810813,"Bifteck français boeuf bio"
2116810814,"Boeuf haché extra-maigre bio"
2116810815,"Filet Mignon boeuf bio"
2116810816,"bavette boeuf bio"
2116810817,"Escalope veau bio"
2116810818,"Côtelette veau bio"
2116810819,"Cube ragoût veau bio"
2116810820,"jarret veau bio"
2116810821,"Bifteck veau bio"
2116810822,"Paupiette bio"
2116810823,"paupiette canneberge bio"
2116810824,"Côtelette os bio"
2116810825,"Côtelette papillons porc bio"
2116810826,"Escalope porc bio"
2116810827,"Cube ragoût porc bio"
2116810828,"Côte levée de flanc"
2116810829,"Côte levée dos porc bio"
2116810830,"Bacon bio"
2116810831,"Saindoux bio"
2116810832,"saucisses tomate basilic porc bio"
2116810833,"Saucisses pure veau bio"
2116810834,"saucisses pomme-canneberge bio"
2116810835,"Saucisses Toulouse bio"
2116810836,"Saucisses pure boeuf bio"
2116810837,"Saucisses Ital.Forte bio"
2116810838,"Style Merguez bio"
2116810839,"Bratwurst bio"
2116810840,"Spaghetti bio 750 ml"
2116810841,"Spaghetti bio 525 ml"
2116810842,"Rillette bio"
2116810843,"Lonzo bio (longe séché)"
2116810968,"Ragout de boulette bio"
2116810969,"Coeur boeuf bio"
2116810970,"Ragoût boulette bio"
2129133568,"Épinards en feuilles"
2139469825,"pâté lapin et agneau"
2139469826,"SAUCISSES MERGUEZ SANS ADDITIFS  (agneau)"
2139469827,"Médaillons de veau"
2139469829,"Quiche aux tomates séchées"
2139469830,"Saucisses de poulet fines herbes"
2139469831,"Filet de porc à mélasse (repas complet famille)"
2139469832,Aneth
2139469834,Sariette
2139469835,Thym
2139469836,"Soupe légumes et poulet"
2139469837,"Crème de céleri"
2139469842,"TOURTE AU FOIE GRAS ET AUX POMMES"
2139469844,"Emballage cadeau coeur d'érable 3 unités"
2139469845,"Emballage coeur d'érable 1 unité"
2139469846,"Emballage cadeau bonbons d'érable 40 unités (type sucre mou)"
2139469847,"Cube à brochette "
2139469848,"Onguent Herbe et Sapin"
2139469850,"Crème d'oignons et d'épinards"
2139469852,"Steak de surlonge de wapiti"
2139469853,"Vin l'Antiquaire blanc"
2139469854,"Vin l'Antiquaire rouge"
2139469855,"Rosa-Rose vin rosé"
2139469856,"Vin fortifié rouge le Notable"
2139469857,"Hydromel "3""
2139469858,"O de Vie"
2139469859,"Les Pionniers"
2139469860,"Mont Gleason"
2139469863,"Macaroni aux légumes et tofu"
2139469864,"(a) Petit panier de viande de veau no 2"
2139469865,"Soupe de grand-mère"
2139469866,"Langue de veau"
2139469867,"Potage de légumes (crème)"
2139469868,"Bouillon de légumes maison"
2139469872,"Hydromel Rubis d'Élizabeth"
2139469873,"Tournedos d'autruche sans bacon"
2139469874,"Emballage cadeau enfant"
2139469878,"Soupe alphabeth consistante"
2139469879,"Teinture mère de Propolis"
2139469880,"Pac choi miniature de serre"
2139469884,"Savon Miel et Muscade"
2139469889,"plant de tomate italienne bio"
2139469890,"Potage de panais et d'oignons"
2139469891,"Truite Mouchetée "
2139469892,"Vin Rosé Osez"
2139469893,"Vin Rouge "Monsieur Dulude""
2139469897,"lait entier 3.8%MG"
2139469898,"lait chocolat "
2139469899,"yogourt nature"
2139469900,"yogourt érable "
2139469901,"yogourt moka"
2139469902,"yogourt vanille"
2139469903,"yogourt citron"
2139469904,"yogourt pommes et canneberges"
2139469905,"yogourt bleuets"
2139469906,"yogourt orange "
2139469907,"yogourt framboises"
2139469908,"yogourt nuage de caramel au beurre"
2139469909,"yogourt explosion de fruits"
2139469910,"yogourt aux poires et coriandre"
2139469911,"fromage cottage a l'ancienne"
2139469912,"creme 15%"
2139469913,"beurre 1/2 sel"
2139469914,"yogourt glacé à la vanille "
2139469915,"Soupe poulet, nouilles et légumes"
2139469918,"CARRÉ de chevreau ( nouveau)"
2139469919,"GIGOT de chevreau"
2139469920,"ROTI D'ÉPAULE"
2139469921,"Ciboulette fraîche bio"
2139469922,"Soupe au saumon"
2139469923,"Pâtes aux haricots et poivrons"
2139469924,"lait 2%"
2139469925,"Pomme de terre jaune bio de SEMENCE"
2139469930,"Plant de Zucchini bio"
2139469931,"Plant de concombre anglais bio"
2139469932,"Filet de dinde herbes provençales"
2139469933,"Filet dinde mariné érable, poivre et chipotle"
2139469936,"Ragoût de dinde "
2139469937,"Plant de courge Butternut bio"
2139469938,"Plant de courge Spaghetti bio"
2139469941,"saucisses italienne douce"
2139469942,"saucisses italienne forte"
2139469943,"Plant de basilic bio "
2139469945,"Laitue feuille de chêne rouge bio"
2139469946,"Chou Kale frisé biologique"
2139469947,"Asperges de transformation"
2139469948,"Plant de concombre libanais bio"
2139469949,"plant de concombre des champs bio"
2139469951,"Tatsoï - Bio"
2139469952,"Dattes Croquante"
2139469953,"Dattes Amandine"
2139469955,"Dattes Coco-Cajou"
2139469960,"Assortiment de dattes farcies"
2139469962,"Concombre libanais"
2139469963,"Beurre d'arachide crémeux biologique"
2139469964,"Chou-rave mixte - Bio"
2139469969,"Concombre libanais bio "
2139469970,"Extrait d'argousier pur"
2139469974,"Laitue batavia"
2139469975,"Tomate de serre #2"
2139469976,"Fromage féta pot de semure fine herbe"
2139469977,"Ail frais - Bio"
2139469978,"Tomates rouges bio"
2139469979,"Brocoli Bio"
2139469981,Gourganes
2139469983,"Haricots jaunes Bio"
2139469984,"Tomates cerises bio jaunes"
2139469985,"caramel au miel"
2139469986,"Muffin aux pêches et avoine"
2139469987,"Soupe consistante aux tomates et aubergines"
2139469988,"Potage de lentilles rouges"
2139469990,"Gelée de cassis"
2139469991,"Sirop de cassis"
2139469992,"Sirop de fleurs de sureau"
2139469993,"Vinaigrette de cassis"
2139469994,"cassis frais"
2139469995,"cassis congelé"
2139469996,"amélanches congelées"
2139469997,"sureau congelé"
2139469999,"Pâté à la truite  "
2139470001,"Tomates cerises bio mélange de couleurs"
2139470002,"Carottes 3 couleurs"
2139470003,"Patates rouges bio"
2139470004,"steak/intérieur de ronde"
2139470005,"steak/extérieur de ronde"
2139470006,steak/contre-filet
2139470007,"Betterave cylindrique - Bio"
2139470008,"courgette soleil"
2139470009," Betteraves jaunes bio"
2139470010,"Onguent apaisant"
2139470011,"Mousse de saumon fumé"
2139470012,"Tomatillos violets bio"
2139470014,"Bâton hydratant au karité (La Collection Escargot)"
2139470018,"Baume à lèvres à la cire d'abeilles et au miel"
2139470022,"Baume à lèvres mangue/orange"
2139470024,Pollen
2139470025,"Coquilles fruits de mer"
2139470029,"Courgette en mélange"
2139470031,"Huile de macération de molène"
2139470035,"Crème à la lavande (couperose/rosacée)"
2139470038,"Savon La Dame qui Pique"
2139470044,"Kit de savons ''Découverte''"
2139470056,"Baume feux sauvages"
2139470057,"Maïs sucré / Blé d'Inde - BIO"
2139470058,"Melon cantaloup bio"
2139470059,"Pain au fromage de chèvre et pruneaux, sac papier"
2139470060,"Crème à l'eau de rose"
2139470061,"Cantaloup Bio"
2139470062,"PIZZA AUX FRUITS DE MER 550 GR"
2139470063,"Gratin de fruits de mer"
2139470064,"Mousse de crevettes"
2139470065,"Rouleaux du printemps aux crevettes"
2139470066,"Assiette surprise sushi 6 mcx"
2139470067,"Assiette nippone sushis 8 mcx"
2139470068,"Assiette moulière sushis 10 mcx"
2139470069,"Courge potimaron bio"
2139470070,"Maïs sucré jaune / Blé d'Inde - BIO"
2139470072,"Poivron biologique - Trio 3 couleurs"
2139470073,"Gombos bio"
